doi_norm;inst_full_oa;institution_ror;affiliation_name;oa_full_norm;dc_aff_norm;auto_match;manual_match
10.5281/zenodo.4552607;University Hospital Brno;https://ror.org/00qq1fp34;Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic;universityhospital brno;departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic;;match
10.5281/zenodo.4552607;Masaryk University;https://ror.org/02j46qs45;"Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic; Faculty of Medicine, Masaryk University, Brno, Czech Republic;";masarykuniversity;"departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic; faculty of medicine, masaryk university, brno, czech republic;";;match?
10.5281/zenodo.4552607;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic; Faculty of Medicine, Masaryk University, Brno, Czech Republic;";universityhospital brno;"departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic; faculty of medicine, masaryk university, brno, czech republic;";;match?
10.5281/zenodo.4552607;Masaryk University;https://ror.org/02j46qs45;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";masarykuniversity;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.4552607;St. Anne´s University Hospital;https://ror.org/049bjee35;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";stanne´s university hospital;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.4552607;University Hospital Brno;https://ror.org/00qq1fp34;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";universityhospital brno;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.4554164;Biology Centre;https://ror.org/05pq4yn02;Biology Centre of the Czech Academy of Sciences, University of Bergen, University of South Bohemia in České Budějovice;biologycentre;biologycentre of the czech academy of sciences, university of bergen, university of south bohemia in ceske budejovice;auto_substring;
10.5281/zenodo.4554164;University of South Bohemia in České Budějovice;https://ror.org/033n3pw66;Biology Centre of the Czech Academy of Sciences, University of Bergen, University of South Bohemia in České Budějovice;universityof south bohemia in ceske budejovice;biologycentre of the czech academy of sciences, university of bergen, university of south bohemia in ceske budejovice;;match
10.5281/zenodo.4554164;Biology Centre;https://ror.org/05pq4yn02;Biology Centre of the Czech Academy of Sciences, University of South Bohemia in České Budějovice;biologycentre;biologycentre of the czech academy of sciences, university of south bohemia in ceske budejovice;auto_substring;
10.5281/zenodo.4554164;University of South Bohemia in České Budějovice;https://ror.org/033n3pw66;Biology Centre of the Czech Academy of Sciences, University of South Bohemia in České Budějovice;universityof south bohemia in ceske budejovice;biologycentre of the czech academy of sciences, university of south bohemia in ceske budejovice;;match
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Biology and Medical Genetics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof biology and medical genetics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Biology and Medical Genetics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof biology and medical genetics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Biology and Medical Genetics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof biology and medical genetics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Biology and Medical Genetics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof biology and medical genetics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;"Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic; Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic";charlesuniversity;"departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic; department of medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic";;match
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;"Department of Paediatrics, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic; Department of Medical Microbiology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic";universityhospital in motol;"departmentof paediatrics, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic; department of medical microbiology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic";;match?
10.5281/zenodo.4771466;Charles University;https://ror.org/024d6js02;Department of Pulmonology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;charlesuniversity;departmentof pulmonology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match
10.5281/zenodo.4771466;University Hospital in Motol;https://ror.org/0125yxn03;Department of Pulmonology, 2nd Faculty of Medicine, Charles University and Motol University Hospital, Prague, Czech Republic;universityhospital in motol;departmentof pulmonology, 2nd faculty of medicine, charles university and motol university hospital, prague, czech republic;;match?
10.5281/zenodo.4974342;Biology Centre;https://ror.org/05pq4yn02;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Ecology, Faculty of Science, Charles University, Vinicna 7, CZ-12844 Prague, Czech Republic";biologycentre;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of ecology, faculty of science, charles university, vinicna 7, cz-12844 prague, czech republic";;match?
10.5281/zenodo.4974342;Charles University;https://ror.org/024d6js02;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Ecology, Faculty of Science, Charles University, Vinicna 7, CZ-12844 Prague, Czech Republic";charlesuniversity;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of ecology, faculty of science, charles university, vinicna 7, cz-12844 prague, czech republic";;match
10.5281/zenodo.4974342;Biology Centre;https://ror.org/05pq4yn02;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Ecosystem Biology, Faculty of Science, University of South Bohemia, Branisovska 1760, CZ-37005 Ceske Budejovice, Czech Republic";biologycentre;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of ecosystem biology, faculty of science, university of south bohemia, branisovska 1760, cz-37005 ceske budejovice, czech republic";;match?
10.5281/zenodo.4974342;University of South Bohemia in České Budějovice;https://ror.org/033n3pw66;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Ecosystem Biology, Faculty of Science, University of South Bohemia, Branisovska 1760, CZ-37005 Ceske Budejovice, Czech Republic";universityof south bohemia in ceske budejovice;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of ecosystem biology, faculty of science, university of south bohemia, branisovska 1760, cz-37005 ceske budejovice, czech republic";;match
10.5281/zenodo.4974342;Biology Centre;https://ror.org/05pq4yn02;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Pathological Physiology, Faculty of Medicine in Pilsen, Charles University, Alej Svobody 1655/76, CZ-32300 Pilsen, Czech Republic";biologycentre;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of pathological physiology, faculty of medicine in pilsen, charles university, alej svobody 1655/76, cz-32300 pilsen, czech republic";;match?
10.5281/zenodo.4974342;Charles University;https://ror.org/024d6js02;"Institute of Entomology, Biology Centre, Czech Academy of Sciences, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic; Department of Pathological Physiology, Faculty of Medicine in Pilsen, Charles University, Alej Svobody 1655/76, CZ-32300 Pilsen, Czech Republic";charlesuniversity;"instituteof entomology, biology centre, czech academy of sciences, branisovska 31, cz-37005 ceske budejovice, czech republic; department of pathological physiology, faculty of medicine in pilsen, charles university, alej svobody 1655/76, cz-32300 pilsen, czech republic";;match
10.5281/zenodo.5017042;Brno University of Technology;https://ror.org/03613d656;Central European Institute of Technology (CEITEC), Brno University of Technology, Brno, Czech Republic;brnouniversity of technology;centraleuropean institute of technology (ceitec), brno university of technology, brno, czech republic;;match?
10.5281/zenodo.5017042;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology (CEITEC), Brno University of Technology, Brno, Czech Republic;centraleuropean institute of technology;centraleuropean institute of technology (ceitec), brno university of technology, brno, czech republic;auto_substring;
10.5281/zenodo.5142371;Central European Institute of Technology;https://ror.org/01p7k1986;Central European Institute of Technology, Masaryk University;centraleuropean institute of technology;centraleuropean institute of technology, masaryk university;auto_substring;
10.5281/zenodo.5142371;Central European Institute of Technology – Masaryk University;https://ror.org/009nz6031;Central European Institute of Technology, Masaryk University;centraleuropean institute of technology – masaryk university;centraleuropean institute of technology, masaryk university;;match?
10.5281/zenodo.5142371;Masaryk University;https://ror.org/02j46qs45;Central European Institute of Technology, Masaryk University;masarykuniversity;centraleuropean institute of technology, masaryk university;;match?
10.5281/zenodo.5172233;Palacký University, Olomouc;https://ror.org/04qxnmv42;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic;palackyuniversity, olomouc;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic;;match?
10.5281/zenodo.5172233;Palacký University, Olomouc;https://ror.org/04qxnmv42;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic;palackyuniversity, olomouc;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic;;match?
10.5281/zenodo.5172233;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic;auto_substring;
10.5281/zenodo.5172233;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic;regionalcentre of advanced technologies and materials;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic;auto_substring;
10.5281/zenodo.5172233;Palacký University, Olomouc;https://ror.org/04qxnmv42;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic.;palackyuniversity, olomouc;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic.;;match?
10.5281/zenodo.5172233;Regional Centre of Advanced Technologies and Materials;https://ror.org/02mt5f456;1Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute (CATRIN), Palacký University Olomouc, 78371 Olomouc, Czech Republic.;regionalcentre of advanced technologies and materials;1regionalcentre of advanced technologies and materials, czech advanced technology and research institute (catrin), palacky university olomouc, 78371 olomouc, czech republic.;auto_substring;
10.5281/zenodo.5460097;National Library of Technology;https://ror.org/028txef36;"National Library of Technology, Technická 6/2710, 160 80 Prague 6, Czech Republic; University of Chemistry and Technology in Prague, Technická 5, 166 28 Praha 6, Czech Republic; eva.hnatkova@techlib.cz";nationallibrary of technology;"nationallibrary of technology, technicka 6/2710, 160 80 prague 6, czech republic; university of chemistry and technology in prague, technicka 5, 166 28 praha 6, czech republic; eva.hnatkova@techlib.cz";auto_substring;
10.5281/zenodo.5460097;University of Chemistry and Technology;https://ror.org/05ggn0a85;"National Library of Technology, Technická 6/2710, 160 80 Prague 6, Czech Republic; University of Chemistry and Technology in Prague, Technická 5, 166 28 Praha 6, Czech Republic; eva.hnatkova@techlib.cz";universityof chemistry and technology;"nationallibrary of technology, technicka 6/2710, 160 80 prague 6, czech republic; university of chemistry and technology in prague, technicka 5, 166 28 praha 6, czech republic; eva.hnatkova@techlib.cz";;match
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";masarykuniversity;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";masarykuniversity;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";masarykuniversity;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;St. Anne´s University Hospital;https://ror.org/049bjee35;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";stanne´s university hospital;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;St. Anne´s University Hospital;https://ror.org/049bjee35;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";stanne´s university hospital;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;St. Anne´s University Hospital;https://ror.org/049bjee35;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";stanne´s university hospital;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";universityhospital brno;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";universityhospital brno;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic;";universityhospital brno;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic;";;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University and St. Anne's University Hospital, Brno, Czech Republic";masarykuniversity;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university and st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5517487;St. Anne´s University Hospital;https://ror.org/049bjee35;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University and St. Anne's University Hospital, Brno, Czech Republic";stanne´s university hospital;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university and st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Biology, Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University and St. Anne's University Hospital, Brno, Czech Republic";universityhospital brno;"departmentof biology, faculty of medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university and st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic;masarykuniversity;departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic;;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic;universityhospital brno;departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic;;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic; Faculty of Medicine, Masaryk University, Brno, Czech Republic;";masarykuniversity;"departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic; faculty of medicine, masaryk university, brno, czech republic;";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Department of Respiratory Diseases, Faculty of Medicine, Masaryk University, University Hospital Brno, Czech Republic; Faculty of Medicine, Masaryk University, Brno, Czech Republic;";universityhospital brno;"departmentof respiratory diseases, faculty of medicine, masaryk university, university hospital brno, czech republic; faculty of medicine, masaryk university, brno, czech republic;";;match?
10.5281/zenodo.5517487;Masaryk University;https://ror.org/02j46qs45;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";masarykuniversity;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5517487;St. Anne´s University Hospital;https://ror.org/049bjee35;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";stanne´s university hospital;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5517487;University Hospital Brno;https://ror.org/00qq1fp34;"Faculty of Medicine, Masaryk University, Brno, Czech Republic; International Clinical Research Center, St. Anne's University Hospital, Brno, Czech Republic; First Department of Internal Medicine – Cardioangiology, Faculty of Medicine, Masaryk University, St. Anne's University Hospital, Brno, Czech Republic";universityhospital brno;"facultyof medicine, masaryk university, brno, czech republic; international clinical research center, st. anne's university hospital, brno, czech republic; first department of internal medicine – cardioangiology, faculty of medicine, masaryk university, st. anne's university hospital, brno, czech republic";;match?
10.5281/zenodo.5711706;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences;czechacademy of sciences;czechacademy of sciences;auto_substring;
10.5281/zenodo.5711706;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences;czechacademy of sciences;czechacademy of sciences;auto_substring;
10.5281/zenodo.5711706;Czech Academy of Sciences;https://ror.org/053avzc18;Czech Academy of Sciences;czechacademy of sciences;czechacademy of sciences;auto_substring;
10.5281/zenodo.5711706;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech Academy of Sciences;czechuniversity of life sciences prague;czechacademy of sciences;;match
10.5281/zenodo.5711706;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech Academy of Sciences;czechuniversity of life sciences prague;czechacademy of sciences;;match
10.5281/zenodo.5711706;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech Academy of Sciences;czechuniversity of life sciences prague;czechacademy of sciences;;match
10.5281/zenodo.5711706;Forestry and Game Management Research Institute;https://ror.org/034cj1z12;Forestry and Game Management Research Institute;forestryand game management research institute;forestryand game management research institute;auto_substring;
10.5281/zenodo.5711706;Institute of Forest Ecosystem Research;https://ror.org/02251ba66;Forestry and Game Management Research Institute;instituteof forest ecosystem research;forestryand game management research institute;;match?
10.5281/zenodo.5742718;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech University of Life Sciences Prague, Department of food science;czechuniversity of life sciences prague;czechuniversity of life sciences prague, department of food science;auto_substring;
10.5281/zenodo.5742718;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech University of Life Sciences Prague, Department of food science;czechuniversity of life sciences prague;czechuniversity of life sciences prague, department of food science;auto_substring;
10.5281/zenodo.5742718;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech University of Life Sciences Prague, Department of food science;czechuniversity of life sciences prague;czechuniversity of life sciences prague, department of food science;auto_substring;
10.5281/zenodo.5742718;Czech University of Life Sciences Prague;https://ror.org/0415vcw02;Czech University of Life Sciences Prague, Department of food science;czechuniversity of life sciences prague;czechuniversity of life sciences prague, department of food science;auto_substring;
10.5281/zenodo.5742718;Výzkumný Ústav Mlékárenský;https://ror.org/02mvzme44;Czech University of Life Sciences Prague, Department of food science;vyzkumnyustav mlekarensky;czechuniversity of life sciences prague, department of food science;;match
10.5281/zenodo.5948334;Charles University;https://ror.org/024d6js02;Department of Dentistry, Charles University, Faculty of Medicine in Hradec Králové, and University Hospital Hradec Králové;charlesuniversity;departmentof dentistry, charles university, faculty of medicine in hradec kralove, and university hospital hradec kralove;;match
10.5281/zenodo.5948334;University Hospital Hradec Králové;https://ror.org/04wckhb82;Department of Dentistry, Charles University, Faculty of Medicine in Hradec Králové, and University Hospital Hradec Králové;universityhospital hradec kralove;departmentof dentistry, charles university, faculty of medicine in hradec kralove, and university hospital hradec kralove;;match
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;charlesuniversity;firstdepartment of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match
10.5281/zenodo.6035345;General University Hospital in Prague;https://ror.org/04yg23125;First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic;generaluniversity hospital in prague;firstdepartment of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic;;match?
10.5281/zenodo.6035345;Charles University;https://ror.org/024d6js02;"Institute of Pathological Physiology, First Faculty of Medicine, Charles University, Prague, Czech Republic; First Department of Medicine- Hematology, University General Hospital Prague and First Faculty of Medicine, Charles University, Prague, Czech Republic";charlesuniversity;"instituteof pathological physiology, first faculty of medicine, charles university, prague, czech republic; first department of medicine- hematology, university general hospital prague and first faculty of medicine, charles university, prague, czech republic";;match
